Number,Filename,Jaccard
1,1469426361-40100.png,0.691538
2,1469426390-60500.png,0.580217
3,1469426395-63900.png,0.785329
4,1469426408-74000.png,0.565763
5,1469426412-76600.png,0.659836
6,1469426428-90000.png,0.611972
7,1469426432-93300.png,0.548621
8,1469426439-99200.png,0.720176
9,1469426447-105900.png,0.647324
10,1469426452-110000.png,0.55302
11,1469426457-114000.png,0.611765
12,1469426464-120400.png,0.592308
13,1469426494-144900.png,0.704805
14,1469426513-161700.png,0.631879
15,1469426518-165500.png,0.643149
16,1469426523-170000.png,0.704449
17,1469426525-172000.png,0.640523
18,1469426577-219100.png,0.518519
19,1469426579-220100.png,0.537895
20,1469426581-222300.png,0.583791
21,1469426584-224400.png,0.5161
22,1469426586-226200.png,0.715726
23,1469426590-229600.png,0.599486
24,1469426594-233100.png,0.676946
25,1469426605-242400.png,0.686203
26,1469426618-255000.png,0.536636
27,1469426624-259000.png,0.555398
28,1469426632-266400.png,0.739573
29,1469426636-270400.png,0.659459
30,1469426638-273000.png,0.53657
31,1469426641-275200.png,0.582545
32,1469426646-280000.png,0.501639
33,1469426648-281800.png,0.523749
34,1469426649-283400.png,0.559686
35,1469426653-287100.png,0.511062
36,1469426656-289800.png,0.578397
37,1469426660-293600.png,0.5125
38,1469426662-294700.png,0.513055
39,1469426674-305500.png,0.524714
40,1469426676-307100.png,0.630908
41,1469426679-310000.png,0.573278
42,1469426690-321100.png,0.554589
43,1469426702-332300.png,0.524926
44,1469426734-360600.png,0.676573
45,1469426750-375000.png,0.526263
46,1469426778-401000.png,0.662238
47,1469426781-403900.png,0.601373
48,1469426785-407400.png,0.637168
49,1469426802-422800.png,0.713998
50,1469426812-433400.png,0.616463
51,1469426868-487200.png,0.540936
52,1469426872-491200.png,0.628565
53,1469426877-496600.png,0.716741
54,1469426887-505800.png,0.571951
55,1469426892-510500.png,0.602846
56,1469426914-530600.png,0.535336
57,1469426919-536100.png,0.639585
58,1469426921-537500.png,0.576396
59,1469426925-541500.png,0.66092
60,1469426940-557000.png,0.546474
61,1469426947-564200.png,0.513644
62,1469426962-578400.png,0.556478
63,1469426963-580000.png,0.586708
64,1469426965-581100.png,0.645551
65,1469426980-595300.png,0.593567
66,1469426995-610900.png,0.669146
67,1469426996-611800.png,0.625
68,1469427001-616400.png,0.532584
69,1469427002-617500.png,0.516878
70,1469427007-622100.png,0.752187
71,1469427008-623200.png,0.702128
72,1469427011-626600.png,0.505538
73,1469427015-630500.png,0.709791
74,1469427016-631700.png,0.55518
75,1469427062-678300.png,0.625691
76,1469427064-680200.png,0.567087
77,1469427065-681200.png,0.516746
78,1469427072-688000.png,0.544248
79,1469427073-688900.png,0.553397
80,1469427073-689800.png,0.52106
81,1469427076-692700.png,0.55259
82,1469427077-693600.png,0.599555
83,1469427078-694700.png,0.629371
84,1469427083-699500.png,0.686869
85,1469427086-702800.png,0.563478
86,1469427087-703700.png,0.611111
87,1469427093-709400.png,0.559436
88,1469427094-710300.png,0.614245
89,1469427120-736900.png,0.516667
90,1469427124-740800.png,0.611829
91,1469427128-745100.png,0.522454
92,1469427129-746000.png,0.682588
93,1469427134-752100.png,0.566026
94,1469427150-768900.png,0.53618
95,1469427150-769800.png,0.59566
96,1469427153-772800.png,0.525641
97,1469427160-779700.png,0.582773
98,1469427180-803300.png,0.502067
,AVERAGE, 0.597459
